GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "20999","Kansas (Nonmetropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",82.218,85.070,88.224,87.410,88.185,87.621,88.465,86.519,85.022,84.745,88.699,88.447,87.443
 "21998","Kentucky (Metropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",93.430,92.400,93.669,94.048,94.184,94.394,94.085,93.731,93.675,93.457,91.722,92.096,91.887
 "21999","Kentucky (Nonmetropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",84.818,83.645,86.039,86.196,85.364,86.785,86.636,86.035,85.253,84.386,85.724,86.188,86.020
 "22998","Louisiana (Metropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",94.359,93.438,95.035,95.445,95.707,95.517,95.672,95.344,95.847,94.897,92.927,92.880,93.866
 "22999","Louisiana (Nonmetropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",85.113,84.860,87.317,86.713,86.322,86.587,86.442,86.212,86.337,85.270,86.167,85.415,85.827
 "23998","Maine (Metropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",100.276,100.150,97.549,97.739,99.031,99.571,95.621,98.478,97.800,99.750,99.445,98.930,99.389
 "23999","Maine (Nonmetropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",94.228,93.323,92.329,93.236,91.661,92.189,89.116,91.393,89.962,91.390,91.944,92.416,92.445
 "24998","Maryland (Metropolitan Portion)",2,PARPP,1,"...","RPPs: All items","Index",108.895,110.376,108.459,109.643,107.538,108.531,108.100,108.141,107.281,107.087,106.392,105.242,106.936
 "24999","Maryland (Nonmetropolitan Portion)",2,PARPP,1,"...","RPPs: All items","Index",93.904,91.997,93.520,92.593,91.529,94.215,92.931,92.429,91.356,91.667,92.862,91.211,91.166
 "25998","Massachusetts (Metropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",105.695,104.636,104.401,104.300,103.688,102.675,104.231,104.516,107.433,106.202,106.803,106.658,107.435
 "25999","Massachusetts (Nonmetropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",107.915,105.084,103.889,104.190,105.995,104.997,104.895,102.553,107.756,107.608,104.522,107.445,108.710
 "26998","Michigan (Metropolitan Portion)",3,PARPP,1,"...","RPPs: All items","Index",98.266,97.864,97.060,96.472,96.121,96.680,97.053,95.246,95.003,93.981,95.349,96.280,95.299
 "26999","Michigan (Nonmetropolitan Portion)",3,PARPP,1,"...","RPPs: All items","Index",83.460,86.374,89.094,87.970,88.249,87.411,88.377,87.080,86.743,85.506,88.829,89.372,87.925
 "27998","Minnesota (Metropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",100.710,102.473,100.708,100.743,100.080,100.706,101.833,100.436,100.329,99.749,102.267,101.056,101.319
 "27999","Minnesota (Nonmetropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",81.799,85.798,88.062,86.691,88.596,88.090,87.791,86.781,85.865,85.265,88.900,89.684,88.596
 "28998","Mississippi (Metropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",94.023,92.150,94.176,94.585,93.755,93.642,93.778,92.908,93.579,92.738,89.678,90.433,90.627
 "28999","Mississippi (Nonmetropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",84.364,81.896,84.804,85.355,84.565,85.944,85.821,85.423,84.641,83.410,84.630,84.564,84.714
 "29998","Missouri (Metropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",92.355,93.471,95.825,95.284,94.797,95.556,96.559,95.157,94.943,95.207,93.990,94.630,94.248
 "29999","Missouri (Nonmetropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",78.937,82.373,85.636,84.777,86.093,86.245,86.759,85.147,83.458,82.319,86.286,86.809,85.911
 "30998","Montana (Metropolitan Portion)",7,PARPP,1,"...","RPPs: All items","Index",95.455,96.023,94.145,97.066,96.045,95.169,95.724,96.385,93.894,96.276,92.941,93.950,92.309
 "30999","Montana (Nonmetropolitan Portion)",7,PARPP,1,"...","RPPs: All items","Index",96.057,93.811,92.682,94.898,92.716,93.250,94.827,96.475,94.296,95.074,91.826,94.190,92.510
 "31998","Nebraska (Metropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",96.560,96.169,96.150,94.993,95.508,95.455,96.060,95.044,95.001,94.186,94.897,95.421,94.937
 "31999","Nebraska (Nonmetropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",81.641,84.204,87.641,88.122,88.928,88.311,87.401,87.206,85.645,84.627,88.819,89.381,88.845
 "32998","Nevada (Metropolitan Portion)",8,PARPP,1,"...","RPPs: All items","Index",101.776,104.212,101.304,102.706,102.373,100.342,99.612,98.812,97.829,100.594,96.808,99.321,97.504
 "32999","Nevada (Nonmetropolitan Portion)",8,PARPP,1,"...","RPPs: All items","Index",99.221,97.402,96.893,96.349,95.997,94.731,95.501,97.168,93.257,96.578,93.237,94.892,92.731
 "33998","New Hampshire (Metropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",107.560,104.260,103.763,104.128,102.701,101.664,103.038,104.045,106.592,106.005,104.851,105.094,105.310
 "33999","New Hampshire (Nonmetropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",102.963,102.304,101.267,99.245,100.418,101.528,98.477,99.556,100.520,100.871,99.908,100.177,100.723
 "34998","New Jersey (Metropolitan Portion)",2,PARPP,1,"...","RPPs: All items","Index",106.864,110.934,108.462,109.286,109.310,108.833,108.971,109.020,108.919,109.230,110.832,110.878,111.163
 "34999","New Jersey (Nonmetropolitan Portion)",2,PARPP,1,"...","RPPs: All items","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "35998","New Mexico (Metropolitan Portion)",6,PARPP,1,"...","RPPs: All items","Index",96.284,98.112,96.659,99.071,98.783,97.156,97.783,95.619,95.579,97.386,93.663,94.913,93.306
 "35999","New Mexico (Nonmetropolitan Portion)",6,PARPP,1,"...","RPPs: All items","Index",91.695,91.440,89.675,91.727,91.489,91.623,90.004,92.178,90.263,91.366,87.272,89.118,87.441
 "36998","New York (Metropolitan Portion)",2,PARPP,1,"...","RPPs: All items","Index",112.132,111.671,110.595,111.528,110.569,110.408,109.787,110.439,110.830,110.670,110.390,110.591,111.373
 "36999","New York (Nonmetropolitan Portion)",2,PARPP,1,"...","RPPs: All items","Index",95.044,96.102,94.858,95.477,94.644,95.305,93.360,94.894,95.050,95.357,93.356,91.909,92.138
 "37998","North Carolina (Metropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",94.581,93.532,95.046,95.648,95.385,95.605,95.863,95.456,96.118,95.511,94.384,93.271,92.981
 "37999","North Carolina (Nonmetropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",85.880,84.297,86.750,86.933,86.768,88.034,87.095,86.990,86.171,85.415,87.813,86.920,86.433
 "38998","North Dakota (Metropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",95.189,95.023,94.253,93.020,95.545,96.451,96.140,95.487,95.295,93.461,93.751,94.381,94.179
 "38999","North Dakota (Nonmetropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",80.803,85.280,88.217,88.381,92.269,90.397,91.239,90.513,88.593,86.812,91.296,90.163,89.982
 "39998","Ohio (Metropolitan Portion)",3,PARPP,1,"...","RPPs: All items","Index",94.656,95.107,94.513,93.637,94.162,94.340,94.262,93.535,93.957,93.353,93.724,94.049,92.518
 "39999","Ohio (Nonmetropolitan Portion)",3,PARPP,1,"...","RPPs: All items","Index",83.196,86.198,88.458,87.021,88.591,88.336,88.242,87.191,86.513,85.681,88.861,89.334,87.760
 "40998","Oklahoma (Metropolitan Portion)",6,PARPP,1,"...","RPPs: All items","Index",93.501,92.741,94.277,94.823,95.158,95.002,95.265,94.707,94.978,94.522,92.655,92.158,93.139
 "40999","Oklahoma (Nonmetropolitan Portion)",6,PARPP,1,"...","RPPs: All items","Index",85.603,84.190,86.328,86.612,86.329,87.100,86.933,86.432,85.793,85.343,87.217,86.436,87.059
 "41998","Oregon (Metropolitan Portion)",8,PARPP,1,"...","RPPs: All items","Index",97.760,100.829,99.738,100.252,101.784,100.891,100.000,101.003,100.077,101.939,104.839,104.520,103.705
 "41999","Oregon (Nonmetropolitan Portion)",8,PARPP,1,"...","RPPs: All items","Index",96.684,94.880,94.134,94.586,93.193,93.608,93.070,95.333,93.840,95.581,97.696,97.457,96.278
 "42998","Pennsylvania (Metropolitan Portion)",2,PARPP,1,"...","RPPs: All items","Index",99.898,100.250,99.893,99.309,98.987,98.537,98.137,99.031,98.600,99.769,98.894,98.817,98.450
 "42999","Pennsylvania (Nonmetropolitan Portion)",2,PARPP,1,"...","RPPs: All items","Index",91.600,90.915,91.167,90.863,90.640,91.880,90.115,91.636,90.635,91.534,90.393,89.594,89.426
 "44998","Rhode Island (Metropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",102.040,102.665,100.735,100.370,99.203,100.981,99.401,100.893,100.728,100.932,101.296,101.588,101.845
 "44999","Rhode Island (Nonmetropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "45998","South Carolina (Metropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",93.828,93.163,94.522,95.217,94.815,94.917,94.826,95.210,95.852,94.901,93.606,93.160,92.774
 "45999","South Carolina (Nonmetropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",86.340,84.190,86.692,86.723,84.992,87.047,85.569,84.304,85.269,84.322,87.150,84.574,83.847
 "46998","South Dakota (Metropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",93.691,93.223,93.853,91.818,95.287,93.445,94.931,92.883,93.373,92.061,93.943,94.563,93.627
 "46999","South Dakota (Nonmetropolitan Portion)",4,PARPP,1,"...","RPPs: All items","Index",79.996,82.490,84.728,85.047,87.600,87.479,86.681,86.200,85.590,85.783,88.891,90.148,89.541
 "47998","Tennessee (Metropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",93.877,92.873,94.695,95.311,95.830,95.325,95.007,94.917,96.412,95.637,91.503,93.282,93.600
 "47999","Tennessee (Nonmetropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",84.724,83.081,85.628,85.707,86.267,86.568,86.102,85.996,85.854,85.030,85.283,86.118,86.002
 "48998","Texas (Metropolitan Portion)",6,PARPP,1,"...","RPPs: All items","Index",98.721,98.810,99.313,98.625,99.242,99.599,99.799,100.036,99.505,99.018,99.270,100.055,100.429
 "48999","Texas (Nonmetropolitan Portion)",6,PARPP,1,"...","RPPs: All items","Index",87.743,85.781,88.466,87.915,88.687,89.046,89.733,88.907,88.443,87.569,89.876,90.376,91.309
 "49998","Utah (Metropolitan Portion)",7,PARPP,1,"...","RPPs: All items","Index",97.520,100.445,98.315,100.386,100.333,99.320,98.317,97.764,97.029,99.374,96.894,98.375,96.270
 "49999","Utah (Nonmetropolitan Portion)",7,PARPP,1,"...","RPPs: All items","Index",96.524,96.989,93.196,94.204,91.773,92.775,93.155,96.707,93.485,94.650,90.292,89.817,87.863
 "50998","Vermont (Metropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",102.957,103.932,100.585,100.931,101.348,102.794,101.124,101.784,102.222,103.819,101.340,101.727,102.347
 "50999","Vermont (Nonmetropolitan Portion)",1,PARPP,1,"...","RPPs: All items","Index",99.994,99.145,98.369,97.480,98.282,98.278,96.628,99.095,97.844,98.751,98.714,97.367,97.590
 "51998","Virginia (Metropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",105.341,104.769,105.914,105.514,104.468,105.516,105.432,105.642,104.918,103.077,103.688,101.798,102.653
 "51999","Virginia (Nonmetropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",87.299,86.157,88.200,87.138,88.074,88.469,88.779,88.559,87.317,86.482,88.828,86.707,86.413
 "53998","Washington (Metropolitan Portion)",8,PARPP,1,"...","RPPs: All items","Index",104.546,105.209,102.798,103.416,103.187,102.708,104.054,104.049,105.622,107.947,107.213,108.011,108.371
 "53999","Washington (Nonmetropolitan Portion)",8,PARPP,1,"...","RPPs: All items","Index",98.271,97.580,95.431,96.135,95.278,95.966,95.850,96.865,96.235,97.786,99.952,97.931,96.998
 "54998","West Virginia (Metropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",90.101,89.015,91.283,91.533,91.357,91.603,92.363,93.069,93.097,90.870,91.080,89.830,89.533
 "54999","West Virginia (Nonmetropolitan Portion)",5,PARPP,1,"...","RPPs: All items","Index",84.793,83.240,85.828,85.818,85.040,86.774,86.426,87.090,85.511,85.775,86.014,85.279,84.837
 "55998","Wisconsin (Metropolitan Portion)",3,PARPP,1,"...","RPPs: All items","Index",96.913,96.959,96.445,95.649,95.968,95.822,96.014,95.591,96.125,95.914,95.526,95.930,94.680
 "55999","Wisconsin (Nonmetropolitan Portion)",3,PARPP,1,"...","RPPs: All items","Index",84.245,86.665,89.723,89.098,89.195,88.869,89.014,87.591,86.377,85.655,90.086,90.290,88.859
 "56998","Wyoming (Metropolitan Portion)",7,PARPP,1,"...","RPPs: All items","Index",93.472,97.716,96.289,99.293,98.842,98.233,98.451,96.794,96.340,97.651,94.568,93.764,92.504
 "56999","Wyoming (Nonmetropolitan Portion)",7,PARPP,1,"...","RPPs: All items","Index",97.006,96.631,95.556,96.760,96.504,96.110,97.539,98.301,98.332,97.394,93.100,93.275,92.149
 "00000","United States", ,PARPP,2,"..."," RPPs: Goods","Index",99.577,99.541,99.620,99.608,99.622,99.629,99.652,99.650,99.649,99.630,99.607,99.645,99.650
 "01998","Alabama (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",96.591,94.688,96.498,96.308,96.272,96.904,97.298,96.059,96.846,96.691,92.244,94.411,95.137
 "01999","Alabama (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",94.059,91.858,96.000,94.630,91.456,93.749,92.424,91.861,92.871,91.431,92.211,94.396,95.133
 "02998","Alaska (Metropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods","Index",107.199,108.108,106.332,105.712,104.039,102.604,101.481,105.192,108.773,109.712,103.075,98.282,98.920
 "02999","Alaska (Nonmetropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods","Index",103.386,100.913,99.803,99.404,96.353,95.142,96.680,103.099,104.299,103.771,102.850,104.779,104.836
 "04998","Arizona (Metropolitan Portion)",6,PARPP,2,"..."," RPPs: Goods","Index",103.117,106.808,100.249,99.030,98.350,97.675,97.821,98.389,97.798,97.248,96.289,95.872,99.607
 "04999","Arizona (Nonmetropolitan Portion)",6,PARPP,2,"..."," RPPs: Goods","Index",101.330,100.147,98.826,99.043,97.235,95.737,97.709,104.291,105.217,101.186,95.528,98.870,96.261
 "05998","Arkansas (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",96.769,94.788,96.695,96.641,96.327,96.705,96.696,95.684,96.323,96.265,92.931,94.778,95.102
 "05999","Arkansas (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",94.717,92.257,96.500,94.846,91.092,92.974,91.227,90.719,92.130,91.347,92.945,94.784,95.111
 "06998","California (Metropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods","Index",107.606,104.861,103.197,103.758,104.291,104.508,104.560,105.670,104.466,104.330,105.373,106.001,106.058
 "06999","California (Nonmetropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods","Index",101.376,99.948,98.586,98.743,96.473,94.956,97.124,103.906,104.577,101.993,105.491,105.072,103.232
 "08998","Colorado (Metropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods","Index",104.921,102.494,101.769,102.197,102.013,101.717,100.566,99.496,99.369,99.511,97.505,101.584,101.494
 "08999","Colorado (Nonmetropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods","Index",101.819,100.142,98.829,98.280,97.082,96.363,98.264,104.109,104.963,101.035,95.794,99.180,95.854
 "09998","Connecticut (Metropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods","Index",109.658,108.900,103.876,104.045,104.891,104.549,103.653,103.329,103.854,104.555,101.723,98.506,98.978
 "09999","Connecticut (Nonmetropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods","Index",105.328,104.161,100.473,100.496,100.314,100.070,99.586,100.614,100.933,102.112,101.723,98.506,98.978
 "10998","Delaware (Metropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods","Index",103.573,102.028,101.606,102.579,99.506,97.214,95.728,97.215,98.606,96.294,96.595,95.517,94.838
 "10999","Delaware (Nonmetropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "11998","District of Columbia (Metropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods","Index",112.274,112.870,109.595,107.930,105.908,110.902,105.634,105.582,106.221,104.825,107.139,104.897,106.492
 "11999","District of Columbia (Nonmetropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "12998","Florida (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",99.134,97.272,97.297,97.460,98.237,98.759,98.506,97.579,97.668,98.713,98.036,96.325,97.638
 "12999","Florida (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",93.749,90.731,96.375,93.730,90.281,92.969,91.251,90.363,91.998,91.209,95.426,95.409,95.139
 "13998","Georgia (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",94.558,96.763,96.589,97.236,98.335,98.667,98.155,97.869,97.911,98.091,98.045,96.701,96.282
 "13999","Georgia (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",94.088,91.163,96.159,94.184,90.814,93.185,91.492,90.871,92.127,91.380,95.749,95.537,95.012
 "15998","Hawaii (Metropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods","Index",108.183,110.804,110.543,110.719,108.147,111.848,111.578,112.206,113.751,114.816,116.194,115.162,111.888
 "15999","Hawaii (Nonmetropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods","Index",100.619,100.484,99.701,98.195,97.458,96.284,97.977,103.585,104.592,101.556,116.194,115.162,111.888
 "16998","Idaho (Metropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods","Index",98.043,100.826,98.826,99.613,98.536,96.771,97.114,99.466,97.908,100.507,95.910,98.639,95.236
 "16999","Idaho (Nonmetropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods","Index",102.606,100.318,100.048,100.030,97.325,95.286,97.673,103.637,105.190,103.098,96.496,99.215,95.949
 "17998","Illinois (Metropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods","Index",102.268,103.823,103.271,103.784,101.850,100.633,101.083,99.070,98.677,100.877,102.170,103.781,103.629
 "17999","Illinois (Nonmetropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods","Index",78.086,85.374,93.547,94.090,95.181,94.151,95.664,95.999,94.506,93.729,97.634,96.676,94.043
 "18998","Indiana (Metropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods","Index",97.121,97.346,97.360,97.279,98.076,97.840,98.931,98.159,97.660,96.604,98.187,97.078,95.467
 "18999","Indiana (Nonmetropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods","Index",79.825,86.414,93.786,94.027,95.590,95.165,96.428,96.512,95.172,94.448,97.543,95.969,94.035
 "19998","Iowa (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods","Index",94.814,95.470,96.253,96.004,97.061,96.779,98.098,97.939,97.132,95.939,95.875,97.416,95.047
 "19999","Iowa (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods","Index",77.036,85.352,94.419,94.835,95.483,94.695,95.280,95.631,94.183,93.681,95.875,97.416,95.047
 "20998","Kansas (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods","Index",93.749,97.499,96.239,96.528,97.651,97.174,97.841,98.205,97.426,96.818,94.973,97.275,95.358
 "20999","Kansas (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods","Index",78.329,85.274,94.035,94.553,95.394,94.293,95.153,95.556,94.310,93.875,94.973,97.275,95.358
 "21998","Kentucky (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",97.081,94.451,96.443,95.772,95.445,96.106,96.760,95.472,96.704,96.188,93.536,94.898,94.969
 "21999","Kentucky (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",95.233,92.071,96.863,94.810,91.375,93.138,92.304,91.795,92.869,91.917,92.677,94.691,95.324
 "22998","Louisiana (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods","Index",96.813,94.515,96.849,96.504,96.218,96.638,97.065,96.058,96.626,96.508,93.728,95.355,95.802
