fips2010,fips2000,areaname22,name,msa22,fmr22_2,fmr22,msa21,fmr21_2,fmr21,msa20,fmr20_2,fmr20,msa19,fmr19_2,fmr19,msa18,fmr18_2,fmr18,msa17,fmr17_2,fmr17,msa16,fmr16_2,fmr16,msa15,fmr15_2,fmr15,msa14,fmr14_2,fmr14,msa13,fmr13_2,fmr13,msa12,fmr12_2,fmr12,msa11,fmr11_2,fmr11,msa10,fmr10_2,fmr10,msa09,fmr09_2,fmr09,msa08,fmr08_2,fmr08,msa07,fmr07_2,fmr07,msa06,fmr06_2,fmr06,msa05,fmr05_2,fmr05,msa04,fmr04_2,fmr04,msa03,fmr03_2,fmr03,msa02,fmr02_2,fmr02,msa01,fmr01_2,fmr01,msa00,fmr00_2,fmr00,msa99,fmr99_2,fmr99,msa98,fmr98_2,fmr98,msa97,fmr97_2,fmr97,msa96,fmr96_2,fmr96,msa95,fmr95_2,fmr95,msa94,fmr94_2,fmr94,msa93,fmr93_2,fmr93,msa92,fmr92_2,fmr92,msa91,fmr91_2,fmr91,msa90,fmr90_2,fmr90,msa89,fmr89_2,fmr89,msa88,fmr88_2,fmr88,msa87,fmr87_2,fmr87,msa86,fmr86_2,fmr86,msa85,fmr85_2,fmr85,msa83,fmr83_2,fmr83,cbsasub,areaname,state,cousub,county,pop2010,census_region,pop2017,pop2000
0100199999,0100199999,"Montgomery, AL MSA",Autauga County,METRO33860M33860,914,40,METRO33860M33860,908,40,METRO33860M33860,830,40,METRO33860M33860,825,40,METRO33860M33860,829,40,METRO33860M33860,822,40,METRO33860M33860,788,40,METRO33860M33860,788,40,METRO33860M33860,710,40,METRO33860M33860,790,40,METRO33860M33860,723,40,METRO33860M33860,735,40,METRO33860M33860,735,40,METRO33860M33860,706,40,METRO33860M33860,660,40,METRO33860M33860,623,40,METRO33860M33860,599,40,5240,583,40,5240,537,40,5240,535,40,5240,522,40,5240,507,40,5240,499,40,5240,496,40,5240,486,40,5240,473,40,5240,459,40,5240,444,40,5240,456,45,5240,397,45,5240,387,45,5240,374,45,5240,365,45,5240,357,45,5240,352,45,5240,343,45,5240,336,45,5240,279,45,5240,269,45,METRO33860M33860,"Montgomery, AL MSA",1,99999,1,54571,3,55035,43671
0100399999,0100399999,"Daphne-Fairhope-Foley, AL MSA",Baldwin County,METRO19300M19300,1017,40,METRO19300M19300,922,40,METRO19300M19300,916,40,METRO19300M19300,888,40,METRO19300M19300,879,40,METRO19300M19300,977,40,METRO19300M19300,873,40,NCNTY01003N01003,762,40,NCNTY01003N01003,827,40,NCNTY01003N01003,729,40,NCNTY01003N01003,691,40,NCNTY01003N01003,764,40,NCNTY01003N01003,764,40,NCNTY01003N01003,733,40,NCNTY01003N01003,686,40,NCNTY01003N01003,644,40,NCNTY01003N01003,619,40,5160,561,40,5160,523,40,5160,521,40,5160,507,40,5160,493,40,5160,485,40,5160,482,40,5160,473,40,5160,423,40,5160,411,40,5160,398,40,5160,401,45,5160,447,45,5160,435,45,5160,421,45,5160,410,45,5160,401,45,5160,396,45,5160,386,45,5160,378,45,5160,320,45,5160,309,45,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",1,99999,3,182265,3,203360,140415
0100599999,0100599999,"Barbour County, AL",Barbour County,NCNTY01005N01005,705,40,NCNTY01005N01005,648,40,NCNTY01005N01005,633,40,NCNTY01005N01005,666,40,NCNTY01005N01005,657,40,NCNTY01005N01005,671,40,NCNTY01005N01005,636,40,NCNTY01005N01005,670,40,NCNTY01005N01005,583,40,NCNTY01005N01005,584,40,NCNTY01005N01005,499,40,NCNTY01005N01005,539,40,NCNTY01005N01005,539,40,NCNTY01005N01005,518,40,NCNTY01005N01005,485,40,NCNTY01005N01005,455,40,NCNTY01005N01005,437,40,9999,425,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,282,40,10000,290,45,10000,311,45,10000,304,45,10000,294,45,10000,287,45,10000,281,45,10000,277,45,10000,270,45,10000,264,45,10000,311,45,10000,300,45,NCNTY01005N01005,"Barbour County, AL",1,99999,5,27457,3,26200,29038
0100799999,0100799999,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,METRO13820M13820,943,40,METRO13820M13820,1002,40,METRO13820M13820,986,40,METRO13820M13820,873,40,METRO13820M13820,882,40,METRO13820M13820,866,40,METRO13820M13820,840,40,METRO13820M13820,773,40,METRO13820M13820,743,40,METRO13820M13820,785,40,METRO13820M13820,750,40,METRO13820M13820,786,40,METRO13820M13820,735,40,METRO13820M13820,698,40,METRO13820M13820,690,40,METRO13820M13820,604,40,METRO13820M13820,581,40,9999,431,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,321,40,10000,331,45,10000,304,45,10000,297,45,10000,287,45,10000,280,45,10000,274,45,10000,270,45,10000,263,45,10000,257,45,10000,323,45,10000,312,45,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",1,99999,7,22915,3,22580,20826
0100999999,0100999999,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,METRO13820M13820,943,40,METRO13820M13820,1002,40,METRO13820M13820,986,40,METRO13820M13820,873,40,METRO13820M13820,882,40,METRO13820M13820,866,40,METRO13820M13820,840,40,METRO13820M13820,773,40,METRO13820M13820,743,40,METRO13820M13820,785,40,METRO13820M13820,750,40,METRO13820M13820,786,40,METRO13820M13820,735,40,METRO13820M13820,698,40,METRO13820M13820,690,40,METRO13820M13820,604,40,METRO13820M13820,581,40,1000,577,40,1000,559,40,1000,557,40,1000,543,40,1000,528,40,1000,519,40,1000,481,40,1000,472,40,1000,460,40,1000,447,40,1000,433,40,1000,440,45,1000,428,45,1000,417,45,1000,403,45,1000,378,45,1000,370,45,1000,383,45,1000,373,45,1000,365,45,1000,339,45,1000,327,45,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",1,99999,9,57322,3,57665,51024
0101199999,0101199999,"Bullock County, AL",Bullock County,NCNTY01011N01011,783,40,NCNTY01011N01011,705,40,NCNTY01011N01011,612,40,NCNTY01011N01011,628,40,NCNTY01011N01011,606,40,NCNTY01011N01011,621,40,NCNTY01011N01011,569,40,NCNTY01011N01011,599,40,NCNTY01011N01011,566,40,NCNTY01011N01011,584,40,NCNTY01011N01011,499,40,NCNTY01011N01011,550,40,NCNTY01011N01011,550,40,NCNTY01011N01011,528,40,NCNTY01011N01011,494,40,NCNTY01011N01011,465,40,NCNTY01011N01011,447,40,9999,434,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,258,40,10000,218,45,10000,316,45,10000,309,45,10000,299,45,10000,292,45,10000,286,45,10000,282,45,10000,275,45,10000,249,45,10000,279,45,10000,269,45,NCNTY01011N01011,"Bullock County, AL",1,99999,11,10914,3,10480,11714
0101399999,0101399999,"Butler County, AL",Butler County,NCNTY01013N01013,705,40,NCNTY01013N01013,634,40,NCNTY01013N01013,612,40,NCNTY01013N01013,628,40,NCNTY01013N01013,606,40,NCNTY01013N01013,621,40,NCNTY01013N01013,569,40,NCNTY01013N01013,599,40,NCNTY01013N01013,566,40,NCNTY01013N01013,584,40,NCNTY01013N01013,499,40,NCNTY01013N01013,550,40,NCNTY01013N01013,550,40,NCNTY01013N01013,528,40,NCNTY01013N01013,494,40,NCNTY01013N01013,465,40,NCNTY01013N01013,447,40,9999,434,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,289,40,10000,297,45,10000,322,45,10000,315,45,10000,305,45,10000,297,45,10000,291,45,10000,287,45,10000,254,45,10000,249,45,10000,311,45,10000,300,45,NCNTY01013N01013,"Butler County, AL",1,99999,13,20947,3,20125,21399
0101599999,0101599999,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,METRO11500M11500,744,40,METRO11500M11500,723,40,METRO11500M11500,700,40,METRO11500M11500,676,40,METRO11500M11500,679,40,METRO11500M11500,630,40,METRO11500M11500,637,40,METRO11500M11500,675,40,METRO11500M11500,679,40,METRO11500M11500,636,40,METRO11500M11500,632,40,METRO11500M11500,585,40,METRO11500M11500,585,40,METRO11500M11500,562,40,METRO11500M11500,526,40,METRO11500M11500,493,40,METRO11500M11500,474,40,450,461,40,450,413,40,450,412,40,450,401,40,450,390,40,450,383,40,450,381,40,450,374,40,450,364,40,450,353,40,450,342,40,450,352,45,450,368,45,450,358,45,450,346,45,450,337,45,450,330,45,450,326,45,450,318,45,450,311,45,450,297,45,450,286,45,METRO11500M11500,"Anniston-Oxford-Jacksonville, AL MSA",1,99999,15,118572,3,115525,112249
0101799999,0101799999,"Chambers County, AL",Chambers County,NCNTY01017N01017,861,40,NCNTY01017N01017,744,40,NCNTY01017N01017,683,40,NCNTY01017N01017,691,40,NCNTY01017N01017,676,40,NCNTY01017N01017,751,40,NCNTY01017N01017,667,40,NCNTY01017N01017,696,40,NCNTY01017N01017,616,40,NCNTY01017N01017,627,40,NCNTY01017N01017,521,40,NCNTY01017N01017,536,40,NCNTY01017N01017,536,40,NCNTY01017N01017,514,40,NCNTY01017N01017,481,40,NCNTY01017N01017,453,40,NCNTY01017N01017,435,40,9999,406,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,295,40,10000,304,45,10000,308,45,10000,301,45,10000,291,45,10000,284,45,10000,278,45,10000,274,45,10000,267,45,10000,261,45,10000,314,45,10000,303,45,NCNTY01017N01017,"Chambers County, AL",1,99999,17,34215,3,33895,36583
0101999999,0101999999,"Cherokee County, AL",Cherokee County,NCNTY01019N01019,705,40,NCNTY01019N01019,634,40,NCNTY01019N01019,612,40,NCNTY01019N01019,628,40,NCNTY01019N01019,606,40,NCNTY01019N01019,621,40,NCNTY01019N01019,569,40,NCNTY01019N01019,599,40,NCNTY01019N01019,566,40,NCNTY01019N01019,584,40,NCNTY01019N01019,499,40,NCNTY01019N01019,560,40,NCNTY01019N01019,560,40,NCNTY01019N01019,538,40,NCNTY01019N01019,504,40,NCNTY01019N01019,476,40,NCNTY01019N01019,458,40,9999,445,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,283,40,10000,291,45,10000,308,45,10000,301,45,10000,291,45,10000,284,45,10000,278,45,10000,274,45,10000,267,45,10000,261,45,10000,254,45,10000,244,45,NCNTY01019N01019,"Cherokee County, AL",1,99999,19,25989,3,25855,23988
0102199999,0102199999,"Chilton County, AL HUD Metro FMR Area",Chilton County,METRO13820N01021,705,40,METRO13820N01021,713,40,METRO13820N01021,714,40,METRO13820N01021,628,40,METRO13820N01021,633,40,METRO13820N01021,621,40,METRO13820N01021,569,40,METRO13820N01021,599,40,METRO13820N01021,566,40,METRO13820N01021,594,40,METRO13820N01021,554,40,METRO13820N01021,612,40,METRO13820N01021,612,40,METRO13820N01021,580,40,METRO13820N01021,543,40,METRO13820N01021,477,40,METRO13820N01021,459,40,9999,446,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,311,40,10000,320,45,10000,304,45,10000,297,45,10000,287,45,10000,280,45,10000,274,45,10000,270,45,10000,263,45,10000,257,45,10000,323,45,10000,312,45,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",1,99999,21,43643,3,43805,39593
0102399999,0102399999,"Choctaw County, AL",Choctaw County,NCNTY01023N01023,705,40,NCNTY01023N01023,634,40,NCNTY01023N01023,618,40,NCNTY01023N01023,663,40,NCNTY01023N01023,677,40,NCNTY01023N01023,685,40,NCNTY01023N01023,661,40,NCNTY01023N01023,708,40,NCNTY01023N01023,692,40,NCNTY01023N01023,745,40,NCNTY01023N01023,640,40,NCNTY01023N01023,536,40,NCNTY01023N01023,536,40,NCNTY01023N01023,514,40,NCNTY01023N01023,481,40,NCNTY01023N01023,453,40,NCNTY01023N01023,435,40,9999,392,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,258,40,10000,265,45,10000,340,45,10000,332,45,10000,321,45,10000,313,45,10000,306,45,10000,302,45,10000,294,45,10000,288,45,10000,314,45,10000,303,45,NCNTY01023N01023,"Choctaw County, AL",1,99999,23,13859,3,13190,15922
0102599999,0102599999,"Clarke County, AL",Clarke County,NCNTY01025N01025,705,40,NCNTY01025N01025,634,40,NCNTY01025N01025,612,40,NCNTY01025N01025,628,40,NCNTY01025N01025,606,40,NCNTY01025N01025,621,40,NCNTY01025N01025,569,40,NCNTY01025N01025,599,40,NCNTY01025N01025,566,40,NCNTY01025N01025,584,40,NCNTY01025N01025,499,40,NCNTY01025N01025,536,40,NCNTY01025N01025,536,40,NCNTY01025N01025,514,40,NCNTY01025N01025,481,40,NCNTY01025N01025,453,40,NCNTY01025N01025,435,40,9999,422,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,288,40,10000,296,45,10000,340,45,10000,332,45,10000,321,45,10000,313,45,10000,306,45,10000,302,45,10000,294,45,10000,288,45,10000,300,45,10000,289,45,NCNTY01025N01025,"Clarke County, AL",1,99999,25,25833,3,24625,27867
0102799999,0102799999,"Clay County, AL",Clay County,NCNTY01027N01027,705,40,NCNTY01027N01027,634,40,NCNTY01027N01027,612,40,NCNTY01027N01027,628,40,NCNTY01027N01027,606,40,NCNTY01027N01027,621,40,NCNTY01027N01027,569,40,NCNTY01027N01027,599,40,NCNTY01027N01027,566,40,NCNTY01027N01027,584,40,NCNTY01027N01027,499,40,NCNTY01027N01027,536,40,NCNTY01027N01027,536,40,NCNTY01027N01027,514,40,NCNTY01027N01027,481,40,NCNTY01027N01027,453,40,NCNTY01027N01027,435,40,9999,423,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,258,40,10000,259,45,10000,308,45,10000,301,45,10000,291,45,10000,284,45,10000,278,45,10000,274,45,10000,267,45,10000,261,45,10000,254,45,10000,244,45,NCNTY01027N01027,"Clay County, AL",1,99999,27,13932,3,13405,14254
0102999999,0102999999,"Cleburne County, AL",Cleburne County,NCNTY01029N01029,705,40,NCNTY01029N01029,634,40,NCNTY01029N01029,612,40,NCNTY01029N01029,628,40,NCNTY01029N01029,633,40,NCNTY01029N01029,662,40,NCNTY01029N01029,633,40,NCNTY01029N01029,695,40,NCNTY01029N01029,597,40,NCNTY01029N01029,660,40,NCNTY01029N01029,501,40,NCNTY01029N01029,541,40,NCNTY01029N01029,542,40,NCNTY01029N01029,520,40,NCNTY01029N01029,487,40,NCNTY01029N01029,457,40,NCNTY01029N01029,439,40,9999,427,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,291,40,10000,299,45,10000,308,45,10000,301,45,10000,291,45,10000,284,45,10000,278,45,10000,274,45,10000,267,45,10000,261,45,10000,272,45,10000,262,45,NCNTY01029N01029,"Cleburne County, AL",1,99999,29,14972,3,14940,14123
0103199999,0103199999,"Coffee County, AL",Coffee County,NCNTY01031N01031,727,40,NCNTY01031N01031,692,40,NCNTY01031N01031,665,40,NCNTY01031N01031,680,40,NCNTY01031N01031,619,40,NCNTY01031N01031,661,40,NCNTY01031N01031,584,40,NCNTY01031N01031,616,40,NCNTY01031N01031,598,40,NCNTY01031N01031,630,40,NCNTY01031N01031,524,40,NCNTY01031N01031,551,40,NCNTY01031N01031,552,40,NCNTY01031N01031,530,40,NCNTY01031N01031,496,40,NCNTY01031N01031,468,40,NCNTY01031N01031,450,40,9999,437,40,10000,477,40,10000,477,40,10000,463,40,10000,451,40,10000,447,40,10000,447,40,10000,441,40,10000,432,40,10000,427,40,10000,421,40,10000,428,45,10000,405,45,10000,396,45,10000,396,45,10000,386,45,10000,378,45,10000,277,45,10000,270,45,10000,264,45,10000,311,45,10000,300,45,NCNTY01031N01031,"Coffee County, AL",1,99999,31,49948,3,51075,43615
0103399999,0103399999,"Florence-Muscle Shoals, AL MSA",Colbert County,METRO22520M22520,751,40,METRO22520M22520,748,40,METRO22520M22520,714,40,METRO22520M22520,675,40,METRO22520M22520,669,40,METRO22520M22520,673,40,METRO22520M22520,619,40,METRO22520M22520,609,40,METRO22520M22520,636,40,METRO22520M22520,584,40,METRO22520M22520,587,40,METRO22520M22520,598,40,METRO22520M22520,598,40,METRO22520M22520,574,40,METRO22520M22520,537,40,METRO22520M22520,506,40,METRO22520M22520,486,40,2650,472,40,2650,464,40,2650,462,40,2650,451,40,2650,438,40,2650,431,40,2650,429,40,2650,421,40,2650,410,40,2650,398,40,2650,385,40,2650,375,45,2650,392,45,2650,382,45,2650,370,45,2650,361,45,2650,353,45,2650,348,45,2650,339,45,2650,332,45,2650,332,45,2650,321,45,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",1,99999,33,54428,3,54435,54984
0103599999,0103599999,"Conecuh County, AL",Conecuh County,NCNTY01035N01035,705,40,NCNTY01035N01035,634,40,NCNTY01035N01035,612,40,NCNTY01035N01035,628,40,NCNTY01035N01035,606,40,NCNTY01035N01035,621,40,NCNTY01035N01035,569,40,NCNTY01035N01035,599,40,NCNTY01035N01035,566,40,NCNTY01035N01035,584,40,NCNTY01035N01035,586,40,NCNTY01035N01035,536,40,NCNTY01035N01035,536,40,NCNTY01035N01035,514,40,NCNTY01035N01035,481,40,NCNTY01035N01035,453,40,NCNTY01035N01035,435,40,9999,392,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,258,40,10000,265,45,10000,340,45,10000,332,45,10000,321,45,10000,313,45,10000,306,45,10000,302,45,10000,294,45,10000,288,45,10000,300,45,10000,289,45,NCNTY01035N01035,"Conecuh County, AL",1,99999,35,13228,3,12650,14089
0103799999,0103799999,"Coosa County, AL",Coosa County,NCNTY01037N01037,732,40,NCNTY01037N01037,689,40,NCNTY01037N01037,662,40,NCNTY01037N01037,676,40,NCNTY01037N01037,630,40,NCNTY01037N01037,683,40,NCNTY01037N01037,579,40,NCNTY01037N01037,599,40,NCNTY01037N01037,566,40,NCNTY01037N01037,584,40,NCNTY01037N01037,524,40,NCNTY01037N01037,536,40,NCNTY01037N01037,536,40,NCNTY01037N01037,514,40,NCNTY01037N01037,481,40,NCNTY01037N01037,453,40,NCNTY01037N01037,435,40,9999,420,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,288,40,10000,296,45,10000,308,45,10000,301,45,10000,291,45,10000,284,45,10000,278,45,10000,274,45,10000,267,45,10000,261,45,10000,279,45,10000,269,45,NCNTY01037N01037,"Coosa County, AL",1,99999,37,11539,3,10955,12202
0103999999,0103999999,"Covington County, AL",Covington County,NCNTY01039N01039,705,40,NCNTY01039N01039,634,40,NCNTY01039N01039,612,40,NCNTY01039N01039,628,40,NCNTY01039N01039,606,40,NCNTY01039N01039,621,40,NCNTY01039N01039,569,40,NCNTY01039N01039,599,40,NCNTY01039N01039,566,40,NCNTY01039N01039,584,40,NCNTY01039N01039,499,40,NCNTY01039N01039,536,40,NCNTY01039N01039,536,40,NCNTY01039N01039,514,40,NCNTY01039N01039,481,40,NCNTY01039N01039,453,40,NCNTY01039N01039,435,40,9999,404,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,272,40,10000,274,45,10000,311,45,10000,304,45,10000,294,45,10000,287,45,10000,281,45,10000,277,45,10000,270,45,10000,264,45,10000,311,45,10000,300,45,NCNTY01039N01039,"Covington County, AL",1,99999,39,37765,3,37520,37631
0104199999,0104199999,"Crenshaw County, AL",Crenshaw County,NCNTY01041N01041,705,40,NCNTY01041N01041,634,40,NCNTY01041N01041,612,40,NCNTY01041N01041,628,40,NCNTY01041N01041,606,40,NCNTY01041N01041,621,40,NCNTY01041N01041,569,40,NCNTY01041N01041,599,40,NCNTY01041N01041,575,40,NCNTY01041N01041,584,40,NCNTY01041N01041,519,40,NCNTY01041N01041,550,40,NCNTY01041N01041,550,40,NCNTY01041N01041,528,40,NCNTY01041N01041,494,40,NCNTY01041N01041,465,40,NCNTY01041N01041,447,40,9999,434,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,258,40,10000,265,45,10000,316,45,10000,309,45,10000,299,45,10000,292,45,10000,286,45,10000,282,45,10000,275,45,10000,249,45,10000,311,45,10000,300,45,NCNTY01041N01041,"Crenshaw County, AL",1,99999,41,13906,3,13865,13665
0104399999,0104399999,"Cullman County, AL",Cullman County,NCNTY01043N01043,747,40,NCNTY01043N01043,665,40,NCNTY01043N01043,645,40,NCNTY01043N01043,662,40,NCNTY01043N01043,619,40,NCNTY01043N01043,652,40,NCNTY01043N01043,604,40,NCNTY01043N01043,611,40,NCNTY01043N01043,577,40,NCNTY01043N01043,588,40,NCNTY01043N01043,513,40,NCNTY01043N01043,560,40,NCNTY01043N01043,560,40,NCNTY01043N01043,538,40,NCNTY01043N01043,503,40,NCNTY01043N01043,475,40,NCNTY01043N01043,457,40,9999,444,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,321,40,10000,331,45,10000,377,45,10000,368,45,10000,356,45,10000,347,45,10000,340,45,10000,335,45,10000,326,45,10000,319,45,10000,254,45,10000,244,45,NCNTY01043N01043,"Cullman County, AL",1,99999,43,80406,3,81705,77483
0104599999,0104599999,"Dale County, AL",Dale County,NCNTY01045N01045,705,40,NCNTY01045N01045,634,40,NCNTY01045N01045,612,40,NCNTY01045N01045,629,40,NCNTY01045N01045,614,40,NCNTY01045N01045,635,40,NCNTY01045N01045,580,40,NCNTY01045N01045,600,40,NCNTY01045N01045,566,40,NCNTY01045N01045,585,40,NCNTY01045N01045,499,40,NCNTY01045N01045,536,40,NCNTY01045N01045,536,40,NCNTY01045N01045,514,40,NCNTY01045N01045,481,40,NCNTY01045N01045,453,40,NCNTY01045N01045,435,40,2180,435,40,2180,426,40,2180,425,40,2180,415,40,2180,403,40,2180,396,40,2180,394,40,2180,386,40,2180,376,40,2180,365,40,2180,353,40,2180,370,45,2180,429,45,2180,418,45,2180,404,45,2180,394,45,2180,386,45,2180,381,45,2180,371,45,2180,363,45,2180,309,45,2180,298,45,NCNTY01045N01045,"Dale County, AL",1,99999,45,50251,3,49395,49129
0104799999,0104799999,"Dallas County, AL",Dallas County,NCNTY01047N01047,738,40,NCNTY01047N01047,646,40,NCNTY01047N01047,618,40,NCNTY01047N01047,628,40,NCNTY01047N01047,606,40,NCNTY01047N01047,621,40,NCNTY01047N01047,569,40,NCNTY01047N01047,599,40,NCNTY01047N01047,566,40,NCNTY01047N01047,613,40,NCNTY01047N01047,510,40,NCNTY01047N01047,547,40,NCNTY01047N01047,547,40,NCNTY01047N01047,525,40,NCNTY01047N01047,491,40,NCNTY01047N01047,464,40,NCNTY01047N01047,446,40,9999,433,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,310,40,10000,326,45,10000,340,45,10000,332,45,10000,321,45,10000,313,45,10000,306,45,10000,302,45,10000,294,45,10000,288,45,10000,279,45,10000,269,45,NCNTY01047N01047,"Dallas County, AL",1,99999,47,43820,3,40755,46365
0104999999,0104999999,"DeKalb County, AL",DeKalb County,NCNTY01049N01049,705,40,NCNTY01049N01049,634,40,NCNTY01049N01049,612,40,NCNTY01049N01049,646,40,NCNTY01049N01049,717,40,NCNTY01049N01049,797,40,NCNTY01049N01049,595,40,NCNTY01049N01049,703,40,NCNTY01049N01049,589,40,NCNTY01049N01049,584,40,NCNTY01049N01049,499,40,NCNTY01049N01049,536,40,NCNTY01049N01049,536,40,NCNTY01049N01049,514,40,NCNTY01049N01049,481,40,NCNTY01049N01049,453,40,NCNTY01049N01049,435,40,9999,421,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,293,40,10000,305,45,10000,353,45,10000,345,45,10000,334,45,10000,326,45,10000,319,45,10000,315,45,10000,307,45,10000,300,45,10000,281,45,10000,271,45,NCNTY01049N01049,"DeKalb County, AL",1,99999,49,71109,3,71195,64452
0105199999,0105199999,"Montgomery, AL MSA",Elmore County,METRO33860M33860,914,40,METRO33860M33860,908,40,METRO33860M33860,830,40,METRO33860M33860,825,40,METRO33860M33860,829,40,METRO33860M33860,822,40,METRO33860M33860,788,40,METRO33860M33860,788,40,METRO33860M33860,710,40,METRO33860M33860,790,40,METRO33860M33860,723,40,METRO33860M33860,735,40,METRO33860M33860,735,40,METRO33860M33860,706,40,METRO33860M33860,660,40,METRO33860M33860,623,40,METRO33860M33860,599,40,5240,583,40,5240,537,40,5240,535,40,5240,522,40,5240,507,40,5240,499,40,5240,496,40,5240,486,40,5240,473,40,5240,459,40,5240,444,40,5240,456,45,5240,397,45,5240,387,45,5240,374,45,5240,365,45,5240,357,45,5240,352,45,5240,343,45,5240,336,45,5240,279,45,5240,269,45,METRO33860M33860,"Montgomery, AL MSA",1,99999,51,79303,3,80990,65874
0105399999,0105399999,"Escambia County, AL",Escambia County,NCNTY01053N01053,705,40,NCNTY01053N01053,634,40,NCNTY01053N01053,612,40,NCNTY01053N01053,628,40,NCNTY01053N01053,606,40,NCNTY01053N01053,621,40,NCNTY01053N01053,569,40,NCNTY01053N01053,599,40,NCNTY01053N01053,566,40,NCNTY01053N01053,605,40,NCNTY01053N01053,499,40,NCNTY01053N01053,536,40,NCNTY01053N01053,536,40,NCNTY01053N01053,514,40,NCNTY01053N01053,481,40,NCNTY01053N01053,453,40,NCNTY01053N01053,435,40,9999,405,40,10000,370,40,10000,370,40,10000,359,40,10000,350,40,10000,347,40,10000,347,40,10000,343,40,10000,336,40,10000,332,40,10000,276,40,10000,284,45,10000,285,45,10000,278,45,10000,269,45,10000,262,45,10000,257,45,10000,254,45,10000,248,45,10000,243,45,10000,326,45,10000,315,45,NCNTY01053N01053,"Escambia County, AL",1,99999,53,38319,3,37620,38440
0105599999,0105599999,"Gadsden, AL MSA",Etowah County,METRO23460M23460,710,40,METRO23460M23460,717,40,METRO23460M23460,693,40,METRO23460M23460,662,40,METRO23460M23460,661,40,METRO23460M23460,716,40,METRO23460M23460,636,40,METRO23460M23460,622,40,METRO23460M23460,596,40,METRO23460M23460,657,40,METRO23460M23460,612,40,METRO23460M23460,593,40,METRO23460M23460,594,40,METRO23460M23460,570,40,METRO23460M23460,534,40,METRO23460M23460,504,40,METRO23460M23460,484,40,2880,470,40,2880,393,40,2880,392,40,2880,383,40,2880,372,40,2880,366,40,2880,364,40,2880,357,40,2880,348,40,2880,338,40,2880,318,40,2880,330,45,2880,341,45,2880,332,45,2880,321,45,2880,313,45,2880,306,45,2880,302,45,2880,294,45,2880,288,45,2880,254,45,2880,244,45,METRO23460M23460,"Gadsden, AL MSA",1,99999,55,104430,3,103130,103459
